Sample Data,2022 07 02 09_51
AIM Version,11.0.1
Classifier Model,3082,Classifier S/N,3082001809001,Classifier Firmware Version,2.3
Neutralizer Model,3088,Neutralizer S/N,
Impactor (cm),None,Impactor S/N,
DMA Model,3081,DMA S/N,
DMA Inner Radius (cm),0.9369999999999999
DMA Outer Radius (cm),1.9609999999999999
DMA Characteristic Length (cm),44.369
Detector Model,3750,Detector S/N,3750180803,Nano Enhancer,NONE
Detector Sample Flow (L/min),1,Detector Inlet Flow (L/min),1
Reference Gas Viscosity (Pa*s),1.832450e-5
Reference Mean Free Path (m),6.730000e-8
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),38.40
Tube Diameter (cm),0.48
Channels/Decade,128
Multiple Charge Correction,true
Nanoparticle Agglomerate Mobility Analysis,FALSE
DiffusionCorrection,true
Units,dW/dlogDp
Weight,Number
138,07/02/2022,12:16:14,21.3,101.0,61.2,6.70074e-8,1.82432e-5,,6969.016,9129.906,11160.034,5814.749,8038.569,7133.358,8493.145,7833.443,9136.432,10184.845,8961.488,3463.736,6253.301,6460.311,6520.916,4875.061,6956.125,5144.850,5426.913,4546.727,3252.929,4322.536,3589.163,3351.081,2527.871,2168.473,2268.403,3228.839,1917.052,2127.055,3299.819,3230.228,1408.536,1803.233,3030.077,4022.139,3508.663,3146.857,3153.218,2622.741,2749.622,2657.675,1928.969,2864.013,2558.800,1940.485,2565.683,2945.498,2428.286,2077.893,2900.971,2659.052,2655.743,3204.325,2647.572,2798.696,2150.312,2176.937,2401.661,2184.854,1475.822,1852.711,1134.343,1287.829,2134.011,1730.549,1661.149,1872.913,2151.650,1610.204,1225.056,1164.617,1062.564,1051.323,1281.212,1691.794,1065.826,1039.570,1318.388,633.650,1121.217,1294.030,684.539,1352.643,1789.553,1113.482,1106.905,487.907,1061.005,1069.750,1251.285,1215.537,1494.145,990.183,909.197,1700.514,1283.110,1409.715,1075.403,1101.793,382.219,842.611,1335.861,1729.608,1161.752,1840.886,947.133,1299.986,1277.158,1196.881,1713.480,1290.764,1663.900,1830.202,345.089,968.261,1003.467,1781.889,1042.587,928.634,426.525,909.252,1206.707,1349.866,1446.599,1643.054,908.342,829.945,352.673,550.500,377.705,1280.048,856.325,526.843,587.814,625.146,836.936,445.997,165.461,421.053,383.210,979.123,841.409,0.000,588.383,354.707,599.953,659.285,325.500,172.487,0.000,0.000,137.235,0.000,380.414,497.406,504.227,116.052,94.840,142.077,54.704,625.777,682.049,655.572,163.071,627.289,434.052,0.000,0.000,0.000,97.800,405.204,1277.558,826.396,581.445,586.315,266.774,426.589,400.897,303.256,203.919,973.511,211.756,1151.726,473.639,532.469,644.677,325.189,328.079,441.365,445.310,449.317,680.014,742.271,751.022,814.942,234.941,592.660,1248.741,791.443,1095.819,737.113,894.300,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,38.993,93.814,52.914,21.480,2.529,2.91578e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
139,07/02/2022,12:17:44,21.3,101.0,61.4,6.70074e-8,1.82432e-5,,9767.687,9307.045,6981.332,11278.680,8668.702,7469.538,7013.249,6652.012,9092.993,10662.427,10083.688,6750.973,3348.074,6559.714,8116.382,5273.195,5086.952,5458.476,2170.469,7071.469,6012.539,5872.703,5580.810,4345.664,5407.677,5264.638,4637.717,5358.864,4065.705,2724.221,3559.893,4243.921,5636.592,3120.879,3306.090,3772.716,3391.408,2987.747,5008.738,5618.289,4412.163,3846.924,4245.327,1182.470,2927.985,4463.814,5532.985,4544.675,4208.221,3534.753,2053.241,3289.604,2702.733,4277.765,3602.481,4409.471,3342.169,3369.917,2422.474,2144.583,2144.970,2285.809,964.790,2071.715,2472.672,2549.574,2820.356,3797.305,2850.488,1726.511,2024.940,2017.702,1633.776,2029.294,2731.649,3523.704,2167.754,1610.632,1394.293,1179.808,1052.027,1838.352,1643.247,2352.398,1416.760,1977.290,1723.022,603.126,884.172,1452.828,1076.811,2167.997,2610.583,1666.102,1147.640,1685.041,1161.403,1424.342,1121.920,1575.818,1722.576,1138.199,1021.367,1217.876,1031.096,1198.625,813.759,1356.834,1037.502,1591.863,1644.415,1647.599,1855.688,1767.588,1373.063,1033.118,1139.238,1334.155,1052.607,105.883,686.641,515.999,873.787,877.327,691.509,1007.700,792.983,946.776,1044.108,1151.760,232.566,711.207,556.394,614.681,506.654,810.906,109.341,584.445,196.344,351.021,327.531,444.467,149.891,771.966,291.122,322.151,712.338,559.351,0.000,561.661,767.505,296.525,0.000,0.000,535.185,7.485,80.020,251.924,115.304,274.500,526.299,26.446,0.000,4.532,189.776,19.796,209.961,721.508,0.000,0.000,333.475,141.615,231.509,249.735,387.630,0.000,197.079,198.750,100.225,101.085,0.000,411.360,571.330,470.159,211.124,319.476,107.444,216.793,0.000,0.000,111.326,0.000,241.105,214.143,115.381,349.261,704.823,118.532,358.787,120.670,365.261,122.852,247.900,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,38.892,69.082,47.501,21.870,2.115,3.40354e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
140,07/02/2022,12:19:15,21.4,101.0,61.5,6.70363e-8,1.82480e-5,,8098.063,9630.841,8925.233,5795.851,7433.870,8211.381,8355.723,8268.700,7205.058,6721.404,6676.871,6222.488,6536.227,6392.197,6726.781,2356.933,5365.990,4790.895,5499.544,3786.144,3690.888,2555.764,5404.468,4310.963,4312.680,3431.453,3025.120,3135.202,3212.575,996.775,3890.213,2281.550,1813.405,4089.893,4282.911,3288.553,3130.361,2924.768,3455.747,4091.987,4093.516,3590.544,3906.301,3638.076,2797.539,2884.753,2382.442,3287.110,2232.066,3260.153,2959.196,3382.633,2110.332,2502.485,3206.556,2370.112,1995.687,1960.016,2276.039,2385.944,2799.675,2394.105,1846.378,2069.726,1676.314,2058.226,2051.932,1592.064,1830.922,1880.908,1528.861,1538.821,1838.181,2027.584,3240.532,2506.426,2332.071,2160.528,1253.782,825.670,1978.428,1652.182,1628.212,1241.233,951.804,933.973,1384.550,878.330,1223.651,2356.062,2377.584,1578.253,942.960,1638.903,2461.308,2211.011,2471.334,1270.361,1757.267,892.949,1100.234,2561.524,1794.969,1073.543,2044.691,1498.772,621.160,1068.890,2142.824,1855.069,2013.310,1753.684,1214.453,1057.352,1184.980,2005.679,1736.285,1860.423,2163.166,1162.675,867.128,1269.565,738.319,766.873,518.766,1171.624,1255.148,1854.300,1061.134,1026.878,1434.898,1072.345,187.706,824.396,58.224,546.770,1010.218,607.954,1724.914,413.490,404.116,876.497,994.231,854.433,284.306,447.264,390.445,679.189,449.194,58.374,306.005,305.442,306.296,0.000,0.000,31.148,0.000,40.204,0.000,281.286,524.291,216.289,519.060,798.702,183.770,763.065,224.104,931.358,736.615,232.550,0.000,130.328,190.665,459.974,602.270,629.195,745.159,490.203,833.029,1216.090,827.323,680.108,414.960,1046.547,633.419,745.501,644.699,542.014,328.099,423.260,420.119,156.233,347.240,764.135,490.919,701.023,232.490,948.329,478.410,120.677,418.109,582.523,845.986,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,42.963,93.122,55.734,21.097,2.457,3.19595e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
141,07/02/2022,12:20:45,21.4,101.0,61.6,6.70363e-8,1.82480e-5,,5201.323,6427.282,7633.940,8470.367,5941.414,10301.487,7789.788,8070.584,9525.505,7385.440,6104.771,6679.733,5628.096,3975.011,5331.999,4066.437,3501.712,3108.393,4884.826,2472.723,2254.291,1306.878,3139.317,3670.039,2334.063,3439.402,2874.475,4152.434,3503.202,3801.263,2903.800,3780.264,2685.521,3234.125,3911.256,1867.680,3255.957,2269.635,3246.730,4141.189,3055.753,3374.295,3516.485,3845.238,4022.333,2654.704,4897.202,3704.666,3722.382,2459.991,2177.623,2806.652,2691.491,4330.260,3708.276,2976.498,2459.871,2769.068,3007.763,2261.705,3265.435,1277.764,2132.253,2395.694,2066.983,1905.877,1814.588,1555.042,1215.107,1831.666,1398.029,1227.088,1640.810,1945.735,1034.471,1312.815,1041.980,1126.022,988.353,1776.267,1277.248,807.313,1269.251,1992.336,1463.818,1352.821,1485.892,1821.941,1145.930,1317.077,1193.926,761.139,1053.009,828.335,885.478,333.097,1758.594,993.798,1129.795,1107.724,1193.808,1220.427,412.549,1128.759,1860.491,1452.097,1512.138,1625.574,1095.537,541.649,671.798,1520.363,985.836,1409.682,2106.205,1216.843,580.275,740.185,1135.586,1456.269,1019.978,1522.661,433.736,1449.902,886.013,519.503,1164.590,337.460,786.093,864.665,799.436,722.683,1033.049,719.868,1721.056,773.051,681.664,782.636,947.510,399.966,861.683,868.365,417.743,529.371,418.725,0.000,634.748,0.000,695.300,779.674,290.321,622.466,649.983,670.508,822.779,272.703,233.175,465.627,965.328,12.040,366.250,0.000,0.000,264.733,268.548,104.449,0.000,0.000,0.000,0.000,0.000,371.049,670.248,384.464,387.653,867.485,701.964,198.757,300.694,404.366,407.838,719.923,414.965,525.835,1206.219,1381.330,599.540,433.606,437.465,331.044,735.835,308.079,1327.514,907.600,346.164,1280.716,777.180,875.360,923.426,999.135,452.580,771.938,1066.963,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,43.532,98.387,56.023,22.671,2.526,2.96725e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
142,07/02/2022,12:22:16,21.4,101.0,61.8,6.70363e-8,1.82480e-5,,9292.523,7453.317,7792.955,11791.518,13159.241,11580.567,8160.497,9465.270,8360.159,6366.676,7708.616,8593.168,7961.261,8358.384,5683.539,4903.703,5125.347,4234.584,6283.201,6053.602,5678.865,5501.124,6290.343,4837.170,3779.737,3102.693,6458.649,4948.735,4070.198,5276.807,3096.735,3635.429,4281.561,2609.826,2667.438,2599.003,2733.929,2176.874,3128.008,966.323,2194.529,2110.203,2755.461,2291.869,2590.338,2754.890,3009.707,3236.732,2606.386,2105.496,3990.532,2341.383,1769.079,1799.374,1311.523,2207.580,1724.797,1946.310,1461.413,1864.204,1655.692,2000.411,2360.963,1707.507,1296.823,1858.729,1243.934,1789.538,1609.306,2408.193,1403.732,940.419,1140.420,1803.059,1123.850,1097.853,1712.676,872.601,1029.062,485.359,492.290,1069.340,1376.410,1347.272,279.493,404.546,1334.177,280.928,749.861,1084.674,1004.564,648.779,295.056,375.617,631.498,359.068,984.560,924.151,601.711,537.567,383.245,1133.504,1694.388,1705.633,552.826,710.620,1433.121,789.769,738.346,1010.564,735.137,1363.500,1569.691,756.475,1071.597,1177.050,1101.823,1636.429,1565.189,663.825,1392.567,1063.648,1302.394,872.179,1687.314,1584.698,561.450,873.687,1064.212,1017.968,429.868,1067.509,990.029,1334.734,1180.602,1052.033,580.757,135.652,966.113,560.605,380.610,637.833,639.325,312.361,629.932,1068.029,394.999,667.717,160.090,564.488,208.971,252.378,142.183,379.356,712.907,400.506,154.753,134.993,246.990,0.000,0.000,0.000,679.132,335.911,576.348,737.117,543.127,507.910,563.042,0.000,656.365,214.072,514.628,346.186,193.826,586.335,98.545,688.960,207.221,303.274,549.296,885.790,674.963,470.283,105.568,213.000,644.699,346.162,310.300,732.801,1174.243,913.654,640.190,428.334,421.430,186.542,117.477,258.652,576.245,482.703,608.814,368.572,123.957,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,33.818,82.965,48.373,22.267,2.429,3.08708e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
143,07/02/2022,12:23:46,21.4,101.0,62.1,6.70363e-8,1.82480e-5,,13569.886,15028.389,14238.612,19579.288,13498.834,12453.642,10508.088,8843.575,9867.515,8877.227,10034.134,6633.970,6021.426,7553.950,6244.135,8333.417,6274.654,4585.155,4484.822,6582.337,8005.031,4933.344,4039.925,4728.730,5033.769,5096.018,4457.524,5653.436,5775.542,3760.926,5355.953,5308.319,4506.224,5319.591,5314.032,4529.826,4885.451,3980.837,4696.126,4876.295,5045.975,5239.162,5701.436,4497.296,4384.327,4273.378,2830.369,3902.455,3105.200,2230.018,3305.864,2471.625,3462.574,2232.131,2205.571,3358.752,2157.721,2438.222,2483.927,1657.007,1819.589,1118.178,1526.728,1493.971,1982.639,1064.354,1718.074,1754.244,1741.235,1496.246,2067.202,1239.532,2049.458,1523.893,1039.503,1293.412,887.854,1712.253,1113.813,1179.582,940.248,1477.648,1530.429,1697.692,1680.046,1236.751,1438.494,1235.023,1038.509,1028.311,1293.304,1036.302,1173.849,1417.735,132.751,599.439,735.120,1474.123,867.350,1011.301,2235.492,1201.175,1018.154,1122.631,847.412,809.118,1574.294,1148.969,1513.858,1295.832,2554.070,1661.407,629.429,424.700,1170.486,403.978,889.594,935.687,1252.812,871.171,1236.022,548.649,1518.048,837.136,905.349,296.717,1544.217,627.131,945.438,865.722,1186.554,909.833,863.222,1048.906,601.172,336.211,661.188,1553.393,2011.272,1817.429,1257.321,879.595,649.496,996.717,555.069,785.484,494.726,640.054,738.565,505.072,224.123,200.730,693.728,15.407,378.608,669.028,233.519,401.680,250.511,272.822,313.105,432.692,76.495,348.014,564.137,270.584,158.392,35.567,237.859,0.000,0.000,307.927,288.918,0.000,96.908,97.725,98.545,0.000,0.000,101.091,101.961,0.000,103.741,0.000,0.000,0.000,214.900,20.954,416.325,110.348,111.333,224.672,113.342,0.000,0.000,116.427,0.000,0.000,119.597,28.025,93.486,245.719,371.872,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,34.172,63.361,43.443,21.870,2.119,3.70200e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
144,07/02/2022,12:25:17,21.2,101.0,62.3,6.69784e-8,1.82384e-5,,10028.275,11503.453,9061.908,8718.029,11168.835,5137.879,10597.875,12106.167,9152.153,11833.624,9906.783,9258.466,8050.404,6723.502,8180.949,6688.511,5506.952,6883.042,6931.559,7192.943,5682.682,4025.354,5540.989,4575.451,6526.276,4728.543,3782.100,4211.329,5984.549,4210.193,5468.788,4711.171,5905.128,4853.773,3942.121,4967.564,3375.183,4271.048,3221.775,4156.533,4367.003,3701.439,4494.543,2878.118,4182.500,2787.048,3595.930,2846.663,3060.228,2917.995,2659.158,3287.130,2270.449,2562.894,2225.790,3014.110,2262.771,2202.848,2966.136,2707.041,2848.777,3057.014,2429.917,1418.111,3055.131,2595.181,3076.433,1521.452,1514.392,1582.821,1925.386,2651.440,1732.438,1691.227,1796.542,1649.974,2138.693,2546.065,1537.672,1923.156,1408.007,1674.250,947.402,1039.950,839.332,1312.897,547.002,1449.418,1388.988,1535.052,1254.573,1562.375,2068.550,1857.814,846.187,931.469,1021.843,696.145,691.293,835.989,1394.553,574.262,784.308,1367.781,1310.265,1680.182,1707.443,2037.295,1295.236,1193.478,1107.414,1085.556,857.456,783.018,1986.804,918.385,843.687,1309.095,1285.882,883.969,1780.786,1743.061,1642.364,1636.224,1128.993,1446.064,1186.571,1041.659,696.811,336.937,473.454,303.339,341.582,587.298,962.766,593.422,60.906,616.891,797.224,171.948,1263.146,399.811,571.830,0.000,0.000,0.000,0.000,0.000,0.000,307.776,0.000,194.823,229.355,396.809,0.000,0.000,157.345,416.581,666.657,327.294,1196.975,490.306,1011.788,1126.034,1829.943,1089.093,721.654,277.016,552.557,266.487,686.225,589.282,1032.645,2228.772,1841.204,1356.959,1587.717,391.184,1221.564,1099.226,509.743,562.216,522.913,996.166,1158.146,1490.842,1539.001,831.946,437.408,993.030,692.304,761.646,453.316,114.346,461.497,817.337,892.083,799.851,1836.538,1602.372,365.245,245.690,123.943,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,37.327,94.737,52.426,23.501,2.544,3.76603e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
145,07/02/2022,12:26:47,21.1,101.0,62.3,6.69495e-8,1.82337e-5,,5589.705,8581.678,6538.422,6900.696,4537.511,6424.518,4917.414,4399.534,4493.497,3223.847,3138.399,3742.125,5669.310,4340.647,4099.801,3236.693,3364.254,3624.829,4176.145,4022.706,3898.743,3230.684,1952.308,3411.152,1172.027,2302.244,2264.769,4076.284,4036.952,2520.619,1531.611,3179.009,2709.219,3618.956,3772.850,2684.136,2014.179,2028.304,1931.520,2135.599,2902.765,2276.101,3334.135,3324.608,2624.077,2284.079,2248.080,2034.930,2225.810,2517.355,2847.853,3777.882,2894.297,4603.088,3207.351,1689.812,1880.549,2757.329,1290.891,1695.629,1994.107,1391.980,1928.976,1081.348,613.336,1212.504,1302.546,1019.048,708.374,1214.891,652.293,414.681,1376.149,1609.325,1037.984,1964.834,1111.881,1560.282,766.445,1400.514,1248.903,1541.690,1179.570,1585.948,1630.647,2452.132,2194.512,1953.948,1853.373,1329.295,1604.128,1623.390,1138.166,1328.829,2257.356,1377.652,1590.400,626.104,1760.989,1603.404,1225.899,1148.760,2105.584,1047.920,1761.704,1789.671,843.356,1675.202,440.343,539.952,1183.835,1392.020,1153.557,769.206,980.706,1152.894,1059.631,468.936,1242.878,1060.027,1275.406,1029.227,620.862,487.522,827.753,1062.146,220.899,851.651,643.565,531.074,901.875,287.332,930.926,613.613,1108.295,1117.245,229.175,397.181,68.476,820.616,751.519,721.132,470.579,566.924,505.441,289.261,0.000,0.000,509.289,738.213,996.254,460.161,265.972,41.342,308.616,539.522,753.786,183.321,736.714,588.169,1194.459,577.662,36.495,40.408,369.607,186.324,590.993,163.379,421.680,399.635,984.869,451.619,667.208,480.493,484.479,336.694,547.229,198.726,200.427,303.220,487.601,1098.785,884.908,1360.264,1001.278,374.191,322.292,216.767,328.040,220.657,667.877,376.478,987.236,1277.487,1264.045,1262.876,772.133,638.184,325.312,275.039,243.476,122.832,371.807,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,46.186,104.689,60.276,21.097,2.568,2.56375e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
146,07/02/2022,12:28:18,20.9,101.0,62.0,6.68915e-8,1.82241e-5,,7852.222,12933.692,10898.149,9131.425,9284.731,11100.732,6605.993,7984.813,9656.160,5581.341,7683.473,10304.035,7087.029,7152.039,5905.285,4229.268,4568.798,4199.695,1868.346,2422.813,1146.471,2690.851,2914.951,1293.140,2510.652,2390.751,3142.063,2637.584,2084.172,1473.185,2065.783,1698.536,2891.090,2521.551,3417.160,2937.388,2284.926,2712.754,2681.303,3385.408,2429.496,2672.315,1564.467,1467.577,1858.184,2841.274,1744.916,2829.169,1368.006,2314.445,2417.287,1540.686,2150.510,1534.362,1545.162,1644.245,1665.816,1210.067,1751.978,1495.314,1342.695,1416.246,1409.057,1027.720,2148.879,958.999,1333.939,1156.413,1655.321,1239.168,600.336,690.357,875.339,1487.660,1269.982,977.338,896.064,1220.987,1148.419,1298.086,407.917,453.828,868.776,921.879,702.929,1102.439,942.096,1191.548,1272.158,881.419,1372.902,1691.915,1526.778,887.751,1495.547,488.976,538.756,942.478,1436.227,624.806,1393.229,1005.594,1135.595,1023.306,1341.025,1473.790,893.876,713.681,842.878,1460.167,1283.978,813.707,193.294,1137.835,581.482,561.195,826.714,1224.629,1439.808,1497.845,798.428,227.137,896.198,2268.104,1112.316,1221.254,1100.899,1674.497,475.093,868.960,1028.760,1590.966,171.174,1280.690,949.425,79.788,280.670,1013.141,348.223,65.059,1184.537,541.413,383.213,563.533,321.223,335.071,1068.982,697.070,955.436,592.622,542.001,522.416,120.047,435.182,0.000,805.903,372.386,690.889,53.958,113.089,293.897,0.000,0.000,282.795,113.838,360.665,545.175,273.790,0.000,232.506,0.000,144.134,667.123,288.261,484.421,434.834,589.299,944.878,31.961,406.211,480.988,822.524,571.611,364.957,422.142,106.469,537.085,758.590,546.664,1085.172,352.068,264.150,866.562,627.757,335.299,419.300,0.000,0.000,0.000,723.850,486.908,491.287,247.842,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,36.036,88.233,50.516,21.097,2.523,2.67561e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
147,07/02/2022,12:29:49,20.9,101.0,61.5,6.68915e-8,1.82241e-5,,3567.286,5591.924,8758.646,8003.674,7935.875,7969.695,6607.091,5889.312,8242.827,5070.094,4411.228,4514.861,3131.298,3012.204,4303.634,3021.566,2885.229,4012.856,3587.988,4476.322,4155.623,3915.223,2549.763,2893.317,2418.840,2896.041,3559.818,2798.060,3500.420,2643.926,2582.589,3367.588,2341.456,3472.387,3711.036,3865.252,2875.892,2512.693,3190.548,3620.223,3831.129,2352.571,4060.018,3807.359,2836.691,2421.810,3297.002,2733.425,3265.547,3154.658,3331.802,2773.855,2686.874,1560.663,775.400,2126.997,1777.165,3045.005,2878.463,2815.995,1887.292,2584.706,1220.561,1444.915,1627.802,977.531,1398.365,2011.099,1206.091,1262.649,2224.677,1784.661,1414.029,1321.292,1814.547,1447.902,1401.490,1376.477,685.459,1504.452,1092.638,1276.523,524.437,1393.542,1228.994,1983.326,1547.586,2234.032,953.886,1742.915,1094.345,1743.904,1312.710,1032.385,1266.731,1031.940,633.916,1393.027,1365.676,1515.283,2283.672,1468.674,1106.819,2026.113,2182.576,1762.005,1282.885,1455.787,1570.014,1808.188,1086.668,1698.492,1652.347,892.612,523.537,0.000,865.532,1250.793,1522.312,1986.011,1175.893,1454.546,667.307,768.727,623.004,862.512,883.858,634.601,1018.109,299.492,882.421,389.530,712.239,1262.026,462.909,789.511,839.390,1167.101,1082.835,896.829,1518.508,953.313,767.165,852.413,897.633,586.597,1100.859,628.601,807.668,161.662,597.905,635.232,509.857,264.244,314.577,412.708,575.126,510.395,84.675,280.773,244.986,263.572,148.563,91.003,0.000,131.812,150.860,0.000,276.013,144.155,281.319,378.111,381.216,288.256,193.768,97.696,70.572,326.234,0.000,0.000,0.000,102.816,103.710,104.622,0.000,0.000,214.836,0.000,0.000,110.310,0.000,112.303,0.000,114.320,276.566,302.908,0.000,355.512,239.135,120.642,0.000,0.000,0.000,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,42.995,78.165,53.097,21.480,2.234,2.68550e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
148,07/02/2022,12:31:19,21.1,101.0,61.2,6.69495e-8,1.82337e-5,,9437.512,8976.788,8896.260,7894.010,11899.498,10302.497,8235.286,9892.228,10713.633,7735.434,8214.090,8727.963,9251.194,5322.062,4681.470,5008.798,4897.771,6831.458,7093.228,5028.251,3493.639,3780.970,6450.057,4407.884,4109.793,3429.944,2076.523,4860.132,4966.435,4463.091,4107.748,2853.317,2931.633,3517.144,4358.419,4390.666,3778.045,2086.828,2339.868,3519.988,3441.516,3926.232,3866.095,2151.443,3643.935,3348.134,3524.367,2958.707,2799.928,3545.432,2832.118,2541.290,3912.297,3014.688,3208.990,2971.257,2754.162,3816.215,1805.049,1578.416,2000.174,1785.429,1583.035,1755.622,2650.977,2155.219,2473.784,1847.434,1716.740,2076.684,1017.529,1214.244,1359.535,1315.247,971.221,1325.545,1343.673,1344.951,1114.830,1439.159,1657.286,736.663,296.095,1272.208,1365.657,988.296,1164.682,1260.090,816.361,807.732,991.788,1072.277,1361.402,1228.716,1461.124,1493.376,1151.816,1349.725,879.819,1006.435,863.971,1408.858,1219.285,1660.329,1543.841,1097.385,1988.852,930.099,1805.785,1520.235,1068.460,1388.856,1109.409,1036.953,1818.029,1122.186,1248.484,1590.377,1524.386,1268.308,1023.677,1301.886,723.374,2067.213,1275.856,1043.958,972.503,681.977,897.703,445.960,648.902,253.851,631.109,700.459,897.598,638.178,586.102,439.688,381.802,437.462,592.067,604.622,709.845,338.492,595.733,1135.563,0.000,621.463,878.025,0.000,55.438,0.000,83.437,728.316,416.302,899.803,489.555,519.446,288.450,0.000,0.000,0.000,0.000,0.000,0.000,399.629,36.785,78.690,0.000,382.480,330.387,745.012,670.985,576.592,775.162,586.259,464.246,227.360,326.144,883.948,1223.325,616.967,622.337,523.172,738.861,622.331,983.597,433.534,331.488,768.836,1558.397,1162.713,1100.558,1420.929,1049.833,746.127,424.641,401.148,478.326,361.968,608.706,491.351,818.904,75,4,50,1,Negative,2.000,0.300,0.00,10.06,9901.13,20.5,791.5,1.0,1.81,10.79,1000.0,37.729,90.294,51.389,22.267,2.482,3.34098e+3,ON,1,TRACER-CAT,,2022 07 02 09_51,,Detector aerosol flow rate error;Incomplete Scan
